title,genres,averageRating,numVotes,releaseYear
Deutschland 83,"Drama, Romance, Thriller",8,15602,2015
Paranoia Agent,"Animation, Drama, Horror",8,15480,2004
Tomorrow,"Action, Comedy, Drama",8,14907,2022
Quarry,"Crime, Drama, Thriller",8,14902,2016
Karm Yuddh,Drama,8,14885,2022
Drops of God,Drama,8,14747,2023
Candy,Thriller,8,14740,2021
The Artful Dodger,"Crime, Drama, History",8,14594,2023
Jonathan Strange & Mr Norrell,"Fantasy, War",8,14512,2015
Trying,"Comedy, Drama, Romance",8,14092,2020
The Studio,"Comedy, Drama",8,13952,2025
Code Black,Drama,8,13905,2015
Comedians in Cars Getting Coffee,"Comedy, Family, Talk-Show",8,13902,2012
Food Wars: Shokugeki no Soma,"Animation, Comedy, Drama",8,13800,2015
Abhay,"Crime, Thriller",8,13711,2019
Sense & Sensibility,"Drama, Romance",8,13572,2008
The Uncanny Counter,"Action, Fantasy, Horror",8,13413,2020
Dorohedoro,"Action, Animation, Comedy",8,13341,2020
The Tattooist of Auschwitz,"Drama, History, Romance",8,12557,2024
Wolverine and the X-Men,"Action, Adventure, Animation",8,12505,2008
BrainDead,"Comedy, Drama, Horror",8,12487,2016
Shahrzad,"Drama, History, Romance",8,12417,2015
"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12406,2000
Good Behavior,"Crime, Drama, Mystery",8,12344,2016
The Billion Dollar Code,"Biography, Crime, Drama",8,12205,2021
The Hour,Drama,8,12144,2011
The Great Weddings of Munnes,"Comedy, Drama",8,12105,2022
The Hitch Hiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi",8,12083,1981
Third Watch,"Action, Crime, Drama",8,11987,1999
WKRP in Cincinnati,Comedy,8,11935,1978
Jeen-yuhs: A Kanye Trilogy,"Documentary, Music",8,11858,2022
Scott & Bailey,"Crime, Drama, Mystery",8,11727,2011
Pagan Peak,"Crime, Drama, Mystery",8,11558,2018
Kaala Paani,"Drama, Thriller",8,11229,2023
Maamla Legal Hai,"Comedy, Drama",8,11174,2024
Heels,"Drama, Sport",8,10882,2021
Spawn,"Action, Adventure, Animation",8,10865,1997
Delicious in Dungeon,"Adventure, Animation, Comedy",8,10625,2024
Voltron: Legendary Defender,"Action, Adventure, Animation",8,10358,2016
Explained,Documentary,8,10193,2018
Something in the Rain,"Drama, Romance",8,10027,2018
The Witcher,"Action, Adventure, Drama","7,9",595483,2019
WandaVision,"Action, Comedy, Drama","7,9",395892,2021
American Horror Story,"Drama, Horror, Sci-Fi","7,9",354588,2011
The Blacklist,"Crime, Drama, Mystery","7,9",290196,2013
True Blood,"Drama, Fantasy, Mystery","7,9",266026,2008
Altered Carbon,"Action, Adventure, Drama","7,9",196640,2018
The Fresh Prince of Bel-Air,Comedy,"7,9",149188,1990
Grimm,"Crime, Drama, Fantasy","7,9",135872,2011
The Fall of the House of Usher,"Drama, Horror, Mystery","7,9",125661,2023
Elementary,"Crime, Drama, Mystery","7,9",123288,2012
Weeds,"Comedy, Crime, Drama","7,9",119735,2005
The Man in the High Castle,"Drama, Sci-Fi, Thriller","7,9",117253,2015
The Terminal List,"Action, Drama, Thriller","7,9",114870,2022
Dead to Me,"Comedy, Crime, Drama","7,9",105883,2019
Merlin,"Adventure, Drama, Fantasy","7,9",90318,2008
