title,genres,averageRating,numVotes,releaseYear
The Shawshank Redemption,Drama,"9,3",3043442,1994
The Godfather,"Crime, Drama","9,2",2124561,1972
The Chaos Class,Comedy,"9,2",44477,1975
Attack on Titan the Movie: The Last Attack,"Action, Adventure, Animation","9,2",16393,2024
Ramayana: The Legend of Prince Rama,"Action, Adventure, Animation","9,1",16423,1993
The Dark Knight,"Action, Crime, Drama",9,3020448,2008
The Lord of the Rings: The Return of the King,"Adventure, Drama, Fantasy",9,2077352,2003
Schindler's List,"Biography, Drama, History",9,1522096,1993
The Godfather Part II,"Crime, Drama",9,1429029,1974
12 Angry Men,"Crime, Drama",9,924885,1957
The Silence of Swastika,"Documentary, History",9,10621,2021
Pulp Fiction,"Crime, Drama","8,9",2334131,1994
The Lord of the Rings: The Fellowship of the Ring,"Adventure, Drama, Fantasy","8,9",2107297,2001
Mirror Game,"Crime, Mystery, Thriller","8,9",30474,2016
Tosun Pasha,"Comedy, History","8,9",25541,1976
O.J.: Made in America,"Biography, Crime, Documentary","8,9",23129,2016
The Message,"Biography, Drama, History","8,9",11414,1976
Inception,"Action, Adventure, Sci-Fi","8,8",2682755,2010
Fight Club,"Crime, Drama, Thriller","8,8",2464434,1999
Forrest Gump,"Drama, Romance","8,8",2378710,1994
The Lord of the Rings: The Two Towers,"Adventure, Drama, Fantasy","8,8",1873125,2002
"The Good, the Bad and the Ugly","Adventure, Western","8,8",852828,1966
The Foster Brothers,"Comedy, History","8,8",21804,1976
The Marathon Family,"Comedy, Drama","8,8",17638,1982
#Home,"Drama, Family","8,8",16739,2021
Balkan Spy,"Comedy, Drama","8,8",12996,1984
Solo Leveling: ReAwakening,"Action, Adventure, Animation","8,8",12891,2024
The Phantom of the Opera at the Royal Albert Hall,"Drama, Musical, Romance","8,8",10416,2011
Interstellar,"Adventure, Drama, Sci-Fi","8,7",2344647,2014
The Matrix,"Action, Sci-Fi","8,7",2155355,1999
Star Wars: Episode V - The Empire Strikes Back,"Action, Adventure, Fantasy","8,7",1441190,1980
Goodfellas,"Biography, Crime, Drama","8,7",1325555,1990
One Flew Over the Cuckoo's Nest,Drama,"8,7",1116255,1975
12th Fail,"Biography, Drama","8,7",147639,2023
777 Charlie,"Adventure, Comedy, Drama","8,7",43189,2022
The Chaos Class Failed the Class,Comedy,"8,7",26433,1975
Stop Making Sense,"Documentary, Music","8,7",22674,1984
The Chaos Class Is Waking Up,Comedy,"8,7",21616,1976
Pariyerum Perumal,Drama,"8,7",19517,2018
"Saban, Son of Saban","Comedy, History","8,7",19367,1977
Kill Bill: The Whole Bloody Affair,"Action, Crime, Thriller","8,7",18748,2006
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,"Action, Animation, Fantasy","8,7",17372,2020
Who's Singin' Over There?,"Adventure, Comedy, Drama","8,7",17317,1980
Resurrection,"Drama, Family","8,7",17122,2018
Manichithrathazhu,"Comedy, Horror, Mystery","8,7",13542,1993
Happy Days,"Comedy, Drama","8,7",12430,1978
Shoah,"Documentary, History, War","8,7",11113,1985
Se7en,"Crime, Drama, Mystery","8,6",1910945,1995
The Silence of the Lambs,"Crime, Drama, Horror","8,6",1635064,1991
Saving Private Ryan,"Drama, War","8,6",1569683,1998
Star Wars: Episode IV - A New Hope,"Action, Adventure, Fantasy","8,6",1508416,1977
The Green Mile,"Crime, Drama, Fantasy","8,6",1485286,1999
Terminator 2: Judgment Day,"Action, Adventure, Sci-Fi","8,6",1232435,1991
Spirited Away,"Adventure, Animation, Family","8,6",910125,2001
City of God,"Crime, Drama","8,6",837254,2002
Life Is Beautiful,"Comedy, Drama, Romance","8,6",778116,1997
It's a Wonderful Life,"Drama, Family, Fantasy","8,6",527579,1946
Seven Samurai,"Action, Drama","8,6",383894,1954
Jai Bhim,"Crime, Drama","8,6",225696,2021
Soorarai Pottru,Drama,"8,6",127765,2020
Harakiri,"Drama, Mystery","8,6",79614,1962
Rocketry: The Nambi Effect,"Biography, Drama","8,6",60554,2022
Anbe Sivam,"Adventure, Comedy, Drama","8,6",26858,2003
Nayakan,"Crime, Drama","8,6",26211,1987
A Dog's Will,"Comedy, Drama, Fantasy","8,6",20281,2000
Earthlings,Documentary,"8,6",20191,2005
The Chaos Class Is on Vacation,Comedy,"8,6",19512,1977
"Pretty Village, Pretty Flame","Drama, History, War","8,6",18437,1996
"Feyzo, the Polite One","Comedy, Drama","8,6",18019,1978
The Broken Landlord,"Comedy, Drama","8,6",17048,1985
Daman,"Adventure, Drama","8,6",13985,2022
Toma,"Biography, Drama, Music","8,6",12975,2021
Pink Floyd: Live at Pompeii,"Documentary, Music","8,6",10815,1972
My Dear Brother,Drama,"8,6",10760,1973
Django Unchained,Western,"8,5",1791149,2012
Gladiator,"Action, Adventure, Drama","8,5",1759484,2000
The Prestige,"Drama, Mystery, Sci-Fi","8,5",1514486,2006
The Departed,"Crime, Drama, Thriller","8,5",1487560,2006
Back to the Future,"Adventure, Comedy, Sci-Fi","8,5",1377513,1985
Léon: The Professional,"Action, Crime, Drama","8,5",1302613,1994
American History X,"Crime, Drama","8,5",1230987,1998
The Lion King,"Adventure, Animation, Drama","8,5",1203284,1994
The Usual Suspects,"Crime, Drama, Mystery","8,5",1189647,1995
Whiplash,"Drama, Music","8,5",1073922,2014
Parasite,"Drama, Thriller","8,5",1062089,2019
Alien,"Horror, Sci-Fi","8,5",1015832,1979
The Intouchables,"Comedy, Drama","8,5",978243,2011
The Pianist,"Biography, Drama, Music","8,5",968045,2002
Psycho,"Drama, Horror, Mystery","8,5",752436,1960
Casablanca,"Drama, Romance, War","8,5",631133,1942
Dune: Part Two,"Action, Adventure, Drama","8,5",630241,2024
The Kashmir Files,Drama,"8,5",576297,2022
Rear Window,"Drama, Mystery, Thriller","8,5",546077,1954
Spider-Man: Across the Spider-Verse,"Action, Adventure, Animation","8,5",455153,2023
Once Upon a Time in the West,"Drama, Western","8,5",368095,1968
Grave of the Fireflies,"Animation, Drama, War","8,5",348935,1988
Cinema Paradiso,"Drama, Romance","8,5",301267,1988
Modern Times,"Comedy, Drama, Romance","8,5",272888,1936
City Lights,"Comedy, Drama, Romance","8,5",206919,1931
Senna,"Biography, Documentary, Sport","8,5",80662,2010
Sita Ramam,"Action, Drama, Mystery","8,5",75573,2022
Dear Zachary: A Letter to a Son About His Father,"Biography, Crime, Documentary","8,5",43176,2008
Baraka,Documentary,"8,5",42106,1992
96,"Drama, Romance","8,5",41329,2018
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,"Action, Animation, Fantasy","8,5",32197,2021
Sarpatta Parambarai,"Action, Drama, Sport","8,5",26758,2021
20 Days in Mariupol,"Documentary, War","8,5",25598,2023
The Best of Youth,"Drama, Romance","8,5",25323,2003
Jersey,"Drama, Sport","8,5",24767,2019
Home,"Documentary, Family","8,5",23289,2009
The King of the Street Cleaners,Comedy,"8,5",22198,1977
The Hole,"Crime, Drama, Thriller","8,5",21897,1960
Gol Maal,"Comedy, Romance","8,5",21397,1979
Kumbalangi Nights,"Comedy, Drama, Romance","8,5",19969,2019
The Girl with the Red Scarf,"Drama, Romance","8,5",17570,1977
Thalapathi,"Action, Crime, Drama","8,5",14333,1991
For Sama,"Biography, Documentary, War","8,5",13401,2019
Intoxicated by Love,"Drama, History, Romance","8,5",13228,2024
Zübük,Comedy,"8,5",11702,1980
The Legend of Maula Jatt,"Action, Drama, Fantasy","8,5",11305,2022
The Human Condition I: No Greater Love,"Drama, History, War","8,5",10182,1959
The Dark Knight Rises,"Action, Crime, Drama","8,4",1913253,2012
Inglourious Basterds,"Adventure, Drama, War","8,4",1682406,2009
Memento,"Mystery, Thriller","8,4",1378641,2000
Avengers: Endgame,"Action, Adventure, Sci-Fi","8,4",1357117,2019
Avengers: Infinity War,"Action, Adventure, Sci-Fi","8,4",1287408,2018
WALL·E,"Adventure, Animation, Family","8,4",1260843,2008
The Shining,"Drama, Horror","8,4",1166432,1980
Raiders of the Lost Ark,"Action, Adventure","8,4",1074133,1981
Aliens,"Action, Adventure, Horror","8,4",808784,1986
Apocalypse Now,"Drama, Mystery, War","8,4",742080,1979
Spider-Man: Into the Spider-Verse,"Action, Adventure, Animation","8,4",730783,2018
Coco,"Adventure, Animation, Drama","8,4",649974,2017
3 Idiots,"Comedy, Drama","8,4",458576,2009
Amadeus,"Biography, Drama, Music","8,4",448564,1984
The Lives of Others,"Drama, Mystery, Thriller","8,4",427669,2006
Your Name.,"Animation, Drama, Fantasy","8,4",356995,2016
Das Boot,"Drama, War","8,4",279246,1981
Sunset Boulevard,"Drama, Film-Noir","8,4",248868,1950
The Great Dictator,"Comedy, Drama, War","8,4",248777,1940
Paths of Glory,"Drama, War","8,4",225986,1957
Witness for the Prosecution,"Crime, Drama, Mystery","8,4",149925,1957
Capernaum,Drama,"8,4",116162,2018
Maharaja,"Action, Crime, Drama","8,4",68314,2024
High and Low,"Crime, Drama, Mystery","8,4",60184,1963
The Cove,"Biography, Crime, Documentary","8,4",52352,2009
Kaithi,"Action, Crime, Thriller","8,4",46615,2019
Drishyam,"Crime, Drama, Mystery","8,4",45950,2013
Drishyam 2,"Crime, Drama, Mystery","8,4",43007,2021
Samsara,"Documentary, Music","8,4",39046,2011
Asuran,"Action, Drama","8,4",35577,2019
The Salt of the Earth,"Biography, Documentary, History","8,4",24453,2014
Woman in the Dunes,"Drama, Thriller","8,4",24193,1964
The Lizard,"Comedy, Drama","8,4",23589,2004
Black Friday,"Action, Crime, Drama","8,4",22669,2004
Thani Oruvan,"Action, Crime, Drama","8,4",22651,2015
Vada Chennai,"Action, Crime, Drama","8,4",21350,2018
The World of Apu,Drama,"8,4",17638,1959
Mahanati,"Biography, Drama","8,4",15732,2018
Operation 'Y' & Other Shurik's Adventures,"Comedy, Crime, Drama","8,4",15690,1965
The Pinchcliffe Grand Prix,"Animation, Comedy, Family","8,4",14787,1975
Philanthropy,"Comedy, Drama","8,4",14280,2002
Meiyazhagan,"Drama, Family","8,4",14278,2024
Visaaranai,"Crime, Drama, Thriller","8,4",12910,2015
Attack on Titan: Chronicle,"Action, Adventure, Animation","8,4",12397,2020
Mr. Muhsin,"Comedy, Drama, Music","8,4",12319,1987
"When I Grow Up, I'll Be a Kangaroo",Comedy,"8,4",11985,2004
Joker,"Crime, Drama, Thriller","8,3",1608630,2019
American Beauty,Drama,"8,3",1248782,1999
Up,"Adventure, Animation, Comedy","8,3",1181594,2009
Star Wars: Episode VI - Return of the Jedi,"Action, Adventure, Fantasy","8,3",1164947,1983
Good Will Hunting,"Drama, Romance","8,3",1137662,1997
Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi","8,3",1136321,2004
Reservoir Dogs,"Crime, Thriller","8,3",1132506,1992
Braveheart,"Biography, Drama, War","8,3",1129359,1995
Toy Story,"Adventure, Animation, Comedy","8,3",1122407,1995
Scarface,"Crime, Drama","8,3",965534,1983
Requiem for a Dream,Drama,"8,3",938787,2000
Toy Story 3,"Adventure, Animation, Comedy","8,3",931650,2010
Oppenheimer,"Biography, Drama, History","8,3",890859,2023
Amélie,"Comedy, Romance","8,3",818500,2001
Heat,"Action, Crime, Drama","8,3",757987,1995
2001: A Space Odyssey,"Adventure, Sci-Fi","8,3",753474,1968
Oldboy,"Action, Drama, Mystery","8,3",679004,2003
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Comedy, War","8,3",537593,1964
Citizen Kane,"Drama, Mystery","8,3",480916,1941
Princess Mononoke,"Adventure, Animation, Fantasy","8,3",460346,1997
Once Upon a Time in America,"Crime, Drama","8,3",395126,1984
The Hunt,Drama,"8,3",388120,2012
North by Northwest,"Adventure, Drama, Mystery","8,3",360372,1959
To Kill a Mockingbird,"Crime, Drama","8,3",343231,1962
Lawrence of Arabia,"Adventure, Biography, Drama","8,3",329102,1962
Singin' in the Rain,"Comedy, Musical, Romance","8,3",272593,1952
A Separation,Drama,"8,3",269269,2011
Incendies,"Drama, Mystery, War","8,3",227692,2010
Dangal,"Action, Biography, Drama","8,3",225654,2016
Like Stars on Earth,"Drama, Family","8,3",217817,2007
The Apartment,"Comedy, Drama, Romance","8,3",208902,1960
Metropolis,"Drama, Sci-Fi","8,3",194364,1927
M,"Crime, Mystery, Thriller","8,3",177012,1931
Double Indemnity,"Crime, Drama, Film-Noir","8,3",174859,1944
Dil Bechara,"Comedy, Drama, Romance","8,3",136222,2020
Shershaah,"Action, Biography, Drama","8,3",132368,2021
Hamilton,"Biography, Drama, History","8,3",127529,2020
Come and See,"Drama, Thriller, War","8,3",111944,1985
I'm Still Here,"Biography, Drama, History","8,3",107654,2024
Ikiru,Drama,"8,3",96436,1952
Judgment at Nuremberg,"Drama, War","8,3",91600,1961
Vikram,"Action, Crime, Thriller","8,3",80886,2022
Kaiva,"Action, Drama, Romance","8,3",68974,2023
Chhichhore,"Comedy, Drama, Romance","8,3",67911,2019
Raatchasan,"Crime, Mystery, Thriller","8,3",53942,2018
Lost Ladies,"Comedy, Drama","8,3",51366,2023
Sardar Udham,"Crime, Drama, History","8,3",49173,2021
Man with a Movie Camera,Documentary,"8,3",29209,1929
Hoop Dreams,"Documentary, Drama, Sport","8,3",28837,1994
Won't You Be My Neighbor?,"Biography, Documentary, History","8,3",27629,2018
Premam,"Comedy, Drama, Romance","8,3",25582,2015
Bangalore Days,"Comedy, Drama, Romance","8,3",24367,2014
Anniyan,"Action, Crime, Drama","8,3",23305,2005
Red Beard,Drama,"8,3",22314,1965
The Rescue,"Action, Documentary, Mystery","8,3",22216,2021
Children of Paradise,"Drama, Romance","8,3",21887,1945
To Live,"Drama, War","8,3",21444,1994
The Cranes Are Flying,"Drama, Romance, War","8,3",21225,1957
Winter on Fire: Ukraine's Fight for Freedom,"Documentary, History","8,3",21141,2015
Jana Gana Mana,"Drama, Thriller","8,3",19086,2022
Sansho the Bailiff,Drama,"8,3",19083,1954
Agent Sai Srinivasa Athreya,"Comedy, Crime, Mystery","8,3",18109,2019
Sairat,"Drama, Romance","8,3",15357,2016
Jaane Bhi Do Yaaro,"Comedy, Crime, Drama","8,3",15128,1983
Samurai Rebellion,Drama,"8,3",14896,1967
Aruvi,Drama,"8,3",14776,2016
The Look of Silence,"Biography, Documentary, History","8,3",14418,2014
2018,"Action, Drama, Thriller","8,3",14368,2023
"Kidnapping, Caucasian Style","Adventure, Comedy, Drama","8,3",14343,1967
King of the Doormen,Comedy,"8,3",14286,1976
Lucia,"Drama, Sci-Fi, Thriller","8,3",13617,2013
Gentlemen of Fortune,"Comedy, Crime, Drama","8,3",13615,1971
Chupke Chupke,"Comedy, Drama, Romance","8,3",13577,1975
No Other Land,Documentary,"8,3",12475,2024
Soodhu Kavvum,"Comedy, Crime, Thriller","8,3",12367,2013
From the Village to the City,Comedy,"8,3",12356,1974
Violet Evergarden: The Movie,"Animation, Drama, Fantasy","8,3",12276,2020
Baasha,"Action, Crime, Drama","8,3",12125,1995
Kaun Pravin Tambe?,"Biography, Drama, Sport","8,3",11479,2022
Maheshinte Prathikaaram,"Comedy, Drama","8,3",11222,2016
Cat City,"Adventure, Animation, Comedy","8,3",11189,1986
Frozen Stiff,"Comedy, Drama","8,3",10566,2002
The Wolf of Wall Street,"Biography, Comedy, Crime","8,2",1686881,2013
Batman Begins,"Action, Crime, Drama","8,2",1646323,2005
Shutter Island,"Drama, Mystery, Thriller","8,2",1549516,2010
The Truman Show,"Comedy, Drama","8,2",1280854,1998
Kill Bill: Vol. 1,"Action, Crime, Thriller","8,2",1250710,2003
Finding Nemo,"Adventure, Animation, Comedy","8,2",1160163,2003
No Country for Old Men,"Crime, Drama, Thriller","8,2",1121963,2007
Jurassic Park,"Action, Adventure, Sci-Fi","8,2",1119347,1993
The Sixth Sense,"Drama, Mystery, Thriller","8,2",1099349,1999
A Beautiful Mind,"Biography, Drama, Mystery","8,2",1021944,2001
Die Hard,"Action, Thriller","8,2",990128,1988
Taxi Driver,"Crime, Drama","8,2",978844,1976
Spider-Man: No Way Home,"Action, Adventure, Fantasy","8,2",951600,2021
Snatch,"Comedy, Crime","8,2",946075,2000
A Clockwork Orange,"Crime, Sci-Fi","8,2",911489,1971
Prisoners,"Crime, Drama, Mystery","8,2",871525,2013
Indiana Jones and the Last Crusade,"Action, Adventure","8,2",838544,1989
Full Metal Jacket,"Drama, War","8,2",821853,1987
Top Gun: Maverick,"Action, Drama","8,2",775570,2022
1917,"Action, Drama, War","8,2",727861,2019
Pan's Labyrinth,"Drama, Fantasy, War","8,2",724842,2006
There Will Be Blood,Drama,"8,2",670995,2007
L.A. Confidential,"Crime, Drama, Mystery","8,2",641057,1997
Green Book,"Biography, Comedy, Drama","8,2",635588,2018
Casino,"Crime, Drama","8,2",592389,1995
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy","8,2",587861,1975
The Thing,"Horror, Mystery, Sci-Fi","8,2",498572,1982
Howl's Moving Castle,"Adventure, Animation, Family","8,2",483185,2004
Unforgiven,"Drama, Western","8,2",454409,1992
Vertigo,"Mystery, Romance, Thriller","8,2",444905,1958
Downfall,"Biography, Drama, History","8,2",388582,2004
Gone with the Wind,"Drama, Romance, War","8,2",346417,1939
Some Like It Hot,"Comedy, Music, Romance","8,2",295057,1959
The Sting,"Comedy, Crime, Drama","8,2",290308,1973
For a Few Dollars More,"Drama, Western","8,2",288513,1965
The Elephant Man,"Biography, Drama","8,2",272800,1980
The Great Escape,"Adventure, Drama, Thriller","8,2",268690,1963
The Secret in Their Eyes,"Drama, Mystery, Romance","8,2",232720,2009
Klaus,"Adventure, Animation, Comedy","8,2",214354,2019
The Father,"Drama, Mystery","8,2",213035,2020
Dial M for Murder,"Crime, Drama, Mystery","8,2",197845,1954
Rashomon,"Crime, Drama, Mystery","8,2",189387,1950
Bicycle Thieves,Drama,"8,2",185349,1948
The Wild Robot,"Animation, Sci-Fi","8,2",167910,2024
K.G.F: Chapter 2,"Action, Crime, Drama","8,2",158751,2022
All About Eve,Drama,"8,2",144714,1950
Ran,"Action, Drama, War","8,2",143850,1985
The Kid,"Comedy, Drama, Family","8,2",141182,1921
Yojimbo,"Action, Drama, Thriller","8,2",137626,1961
The Treasure of the Sierra Madre,"Adventure, Drama, Western","8,2",137374,1948
Baahubali 2: The Conclusion,"Action, Drama","8,2",123494,2017
The Mountain II,"Action, Drama, War","8,2",111607,2016
Andhadhun,"Crime, Mystery, Thriller","8,2",108521,2018
Kantara,"Action, Adventure, Drama","8,2",107787,2022
Gangs of Wasseypur,"Action, Comedy, Crime","8,2",107565,2012
K.G.F: Chapter 1,"Action, Crime, Drama","8,2",104747,2018
Swades,"Drama, Musical","8,2",101640,2004
Drishyam,"Crime, Drama, Mystery","8,2",101109,2015
My Father and My Son,"Drama, Family","8,2",97361,2005
Zindagi Na Milegi Dobara,"Comedy, Drama, Musical","8,2",90449,2011
Children of Heaven,"Drama, Family, Sport","8,2",85739,1997
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"Action, Adventure, Animation","8,2",83979,2020
Inside Job,"Crime, Documentary","8,2",81256,2010
Hera Pheri,"Action, Comedy, Crime","8,2",76035,2000
Uri: The Surgical Strike,"Action, Drama, History","8,2",75944,2019
Searching for Sugar Man,"Biography, Documentary, Music","8,2",74744,2012
Bhaag Milkha Bhaag,"Biography, Drama, Sport","8,2",74587,2013
Tumbbad,"Drama, Fantasy, Horror","8,2",68313,2018
Sherlock Jr.,"Action, Comedy, Romance","8,2",61987,1924
Miracle in Cell No. 7,Drama,"8,2",59243,2019
Vikram Vedha,"Action, Crime, Drama","8,2",52906,2017
Drishyam 2,"Crime, Drama, Mystery","8,2",48727,2022
Ayla: The Daughter of War,"Biography, Drama, History","8,2",46037,2017
Koyaanisqatsi,"Documentary, Music","8,2",43282,1982
The Act of Killing,"Biography, Crime, Documentary","8,2",42392,2012
Pather Panchali,Drama,"8,2",40168,1955
They Shall Not Grow Old,"Documentary, History, War","8,2",39696,2018
Paan Singh Tomar,"Action, Biography, Crime","8,2",39052,2012
13th,"Crime, Documentary, History","8,2",38539,2016
Dersu Uzala,"Adventure, Biography, Drama","8,2",35060,1975
Oficina do Diabo,Drama,"8,2",32049,2025
Umberto D.,Drama,"8,2",29626,1952
Before the Flood,"Documentary, News","8,2",29345,2016
Rangasthalam,"Action, Drama","8,2",29312,2018
A Man Escaped,"Drama, Thriller, War","8,2",29035,1956
Manjummel Boys,"Adventure, Drama, Thriller","8,2",27592,2024
Maanaadu,"Action, Adventure, Sci-Fi","8,2",26332,2021
Khosla Ka Ghosla!,"Comedy, Crime, Drama","8,2",25846,2006
Close-Up,"Biography, Crime, Drama","8,2",24978,1990
Rocco and His Brothers,"Crime, Drama, Sport","8,2",24202,1960
The Young and the Damned,"Crime, Drama","8,2",22894,1950
Late Spring,"Comedy, Drama","8,2",20505,1949
Hi Nanna,"Drama, Family, Romance","8,2",20109,2023
Ivan Vasilyevich Changes His Profession,"Adventure, Comedy, Sci-Fi","8,2",19492,1973
Paris Is Burning,Documentary,"8,2",19330,1990
Super Deluxe,"Comedy, Crime, Drama","8,2",18924,2019
Paradise Lost: The Child Murders at Robin Hood Hills,"Crime, Documentary","8,2",18876,1996
Life and a Day,Drama,"8,2",18651,2016
A Face in the Crowd,"Drama, Music","8,2",18329,1957
Lion of the Desert,"Biography, Drama, History","8,2",18273,1980
Shahid,"Biography, Drama","8,2",18262,2012
Ghilli,"Action, Drama, Romance","8,2",18259,2004
Ordet,Drama,"8,2",18204,1955
Theeran Adhigaram Ondru,"Action, Crime, Thriller","8,2",18019,2017
Ustad Hotel,"Comedy, Drama","8,2",17705,2012
Satya,"Action, Crime, Drama","8,2",17645,1998
Dhuruvangal Pathinaaru,"Crime, Drama, Mystery","8,2",17630,2016
The Diamond Arm,"Adventure, Comedy, Crime","8,2",17162,1969
Aparajito,Drama,"8,2",16824,1956
Athadu,"Action, Crime, Drama","8,2",15671,2005
Vaaranam Aayiram,"Action, Drama, Musical","8,2",15104,2008
I Am a Fugitive from a Chain Gang,"Crime, Drama, Film-Noir","8,2",15075,1932
Pocket Hercules: Naim Süleymanoglu,"Biography, Drama, History","8,2",14889,2019
Jigarthanda,"Comedy, Crime, Drama","8,2",14227,2014
A Brighter Summer Day,"Crime, Drama, Romance","8,2",13994,1991
Champion,"Biography, Drama, Romance","8,2",13748,2018
The Easy Life,"Comedy, Drama","8,2",13577,1962
Satantango,Drama,"8,2",13290,1994
The Remarkable Life of Ibelin,"Animation, Biography, Documentary","8,2",12405,2024
Ballad of a Soldier,"Drama, Romance, War","8,2",11822,1959
I Am Cuba,Drama,"8,2",11490,1964
The Ascent,"Drama, War","8,2",11145,1977
Office Romance,"Comedy, Drama, Romance","8,2",11054,1977
Viduthalai: Part 1,"Action, Crime, Drama","8,2",11042,2023
Ne Zha 2,"Action, Adventure, Animation","8,2",10933,2025
Hope,Drama,"8,2",10792,2013
Bommarillu,"Comedy, Drama, Romance","8,2",10499,2006
The Shop on Main Street,"Drama, War","8,2",10152,1965
Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy","8,1",1266138,2003
V for Vendetta,"Action, Drama, Sci-Fi","8,1",1214980,2005
Mad Max: Fury Road,"Action, Adventure, Sci-Fi","8,1",1165250,2015
Catch Me If You Can,"Biography, Crime, Drama","8,1",1164889,2002
Gone Girl,"Drama, Mystery, Thriller","8,1",1121042,2014
"Monsters, Inc.","Adventure, Animation, Comedy","8,1",1027812,2001
Harry Potter and the Deathly Hallows: Part 2,"Adventure, Family, Fantasy","8,1",997474,2011
The Terminator,"Action, Adventure, Sci-Fi","8,1",964816,1984
The Grand Budapest Hotel,"Comedy, Drama","8,1",926538,2014
The Big Lebowski,"Comedy, Crime","8,1",890462,1998
Logan,"Action, Drama, Sci-Fi","8,1",889829,2017
Ratatouille,"Adventure, Animation, Comedy","8,1",885142,2007
Inside Out,"Adventure, Animation, Comedy","8,1",867299,2015
Blade Runner,"Action, Drama, Sci-Fi","8,1",854118,1982
How to Train Your Dragon,"Action, Adventure, Animation","8,1",843908,2010
Gran Torino,Drama,"8,1",839274,2008
12 Years a Slave,"Biography, Drama, History","8,1",764689,2013
Fargo,"Crime, Drama, Thriller","8,1",756340,1996
Trainspotting,Drama,"8,1",749377,1996
Million Dollar Baby,"Drama, Sport","8,1",746248,2004
Jaws,"Adventure, Drama, Horror","8,1",694293,1975
Rocky,"Drama, Sport","8,1",659920,1976
Hacksaw Ridge,"Biography, Drama, History","8,1",637301,2016
"Lock, Stock and Two Smoking Barrels","Comedy, Crime","8,1",635105,1998
Dead Poets Society,"Comedy, Drama","8,1",591131,1989
"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama","8,1",582993,2017
Rush,"Biography, Drama, Sport","8,1",534517,2013
Ford v Ferrari,"Action, Biography, Drama","8,1",522852,2019
Spotlight,"Biography, Crime, Drama","8,1",518776,2015
Warrior,"Action, Drama, Sport","8,1",514433,2011
The Help,Drama,"8,1",512872,2011
The Exorcist,Horror,"8,1",477700,1973
Room,"Drama, Thriller","8,1",467856,2015
Stand by Me,"Adventure, Comedy, Drama","8,1",464379,1986
Platoon,"Drama, War","8,1",456143,1986
The Wizard of Oz,"Adventure, Family, Fantasy","8,1",450537,1939
My Neighbor Totoro,"Animation, Comedy, Family","8,1",407552,1988
Raging Bull,"Biography, Drama, Sport","8,1",395652,1980
Hotel Rwanda,"Biography, Drama, History","8,1",383804,2004
The Deer Hunter,"Drama, War","8,1",375563,1978
Chinatown,"Drama, Mystery, Thriller","8,1",364960,1974
Before Sunrise,"Comedy, Drama, Romance","8,1",359012,1995
Hachi: A Dog's Tale,"Biography, Drama, Family","8,1",328306,2009
Before Sunset,"Drama, Romance","8,1",302125,2004
The Sound of Music,"Biography, Drama, Family","8,1",276381,1965
Ben-Hur,"Adventure, Drama","8,1",263437,1959
The Iron Giant,"Action, Adventure, Animation","8,1",244727,1999
The Bridge on the River Kwai,"Adventure, Drama, War","8,1",241879,1957
Memories of Murder,"Crime, Drama, Mystery","8,1",241206,2003
Wild Tales,"Comedy, Drama, Thriller","8,1",228521,2014
La haine,"Crime, Drama","8,1",211707,1995
PK,"Comedy, Drama, Sci-Fi","8,1",210827,2014
The Seventh Seal,"Drama, Fantasy","8,1",208495,1957
Mary and Max,"Animation, Comedy, Drama","8,1",196010,2009
In the Name of the Father,"Biography, Crime, Drama","8,1",195930,1993
Barry Lyndon,"Adventure, Drama, War","8,1",193272,1975
The Third Man,"Drama, Film-Noir, Mystery","8,1",189731,1949
The Handmaiden,"Drama, Romance, Thriller","8,1",188238,2016
Network,Drama,"8,1",179206,1976
In the Mood for Love,"Drama, Romance","8,1",177122,2000
On the Waterfront,"Crime, Drama, Thriller","8,1",172324,1954
Rebecca,"Drama, Mystery, Romance","8,1",159172,1940
"Paris, Texas",Drama,"8,1",131412,1984
Mr. Smith Goes to Washington,"Comedy, Drama","8,1",125971,1939
Rang De Basanti,"Comedy, Crime, Drama","8,1",124373,2006
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport","8,1",123996,2001
The Gold Rush,"Adventure, Comedy, Drama","8,1",123870,1925
A Silent Voice: The Movie,"Animation, Drama","8,1",120561,2016
Wild Strawberries,"Drama, Romance","8,1",120457,1957
Portrait of a Lady on Fire,"Drama, Romance","8,1",119059,2019
It Happened One Night,"Comedy, Romance","8,1",116787,1934
Three Colors: Red,"Drama, Mystery, Romance","8,1",113814,1994
The Grapes of Wrath,Drama,"8,1",104712,1940
Bajrangi Bhaijaan,"Action, Adventure, Comedy","8,1",104651,2015
The General,"Action, Adventure, Comedy","8,1",102703,1926
Sinners,"Action, Drama, Horror","8,1",92566,2025
Munna Bhai M.B.B.S.,"Comedy, Drama","8,1",92033,2003
Barfi!,"Comedy, Drama, Romance","8,1",90042,2012
